,Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,score,prediction
2961,2962,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.46,0
2962,2963,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.27,0
2963,2964,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.94,0
2964,2965,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.92,0
2965,2966,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.52,1
2966,2967,Brown University,3.5,PhD,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.53,0
2967,2968,Brown University,3.5,Bachelor's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.66,1
2968,2969,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.53,1
2969,2970,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.04,1
2970,2971,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.27,0
2971,2972,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.18,1
2972,2973,Brown University,3.5,Bachelor's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.69,0
2973,2974,Brown University,3.5,Bachelor's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.69,0
2974,2975,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.15,1
2975,2976,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.38,0
2976,2977,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.28,1
2977,2978,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.23,0
2978,2979,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.18,1
2979,2980,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.61,0
2980,2981,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.14,0
2981,2982,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.73,1
2982,2983,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.89,0
2983,2984,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.94,0
2984,2985,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.27,1
2985,2986,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.34,0
2986,2987,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.77,1
2987,2988,Brown University,3.5,PhD,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.77,0
2988,2989,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.49,0
2989,2990,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.31,0
2990,2991,Brown University,3.5,PhD,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.16,0
2991,2992,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.5,1
2992,2993,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.63,0
2993,2994,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.95,0
2994,2995,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.87,0
2995,2996,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.26,0
2996,2997,Brown University,3.5,PhD,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.51,0
2997,2998,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.62,0
2998,2999,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.82,1
2999,3000,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.85,0
3000,3001,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.37,1
3001,3002,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.46,0
3002,3003,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.89,1
3003,3004,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.92,1
3004,3005,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.0,0
3005,3006,Brown University,3.5,Master's,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.1,0
3006,3007,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.4,1
3007,3008,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.83,0
3008,3009,Brown University,3.5,Master's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.25,0
3009,3010,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.69,0
3010,3011,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.94,0
3011,3012,Brown University,3.5,PhD,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.63,0
3012,3013,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.16,0
3013,3014,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.44,0
3014,3015,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.31,0
3015,3016,Brown University,3.5,Master's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.43,1
3016,3017,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.36,0
3017,3018,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.75,1
3018,3019,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.64,0
3019,3020,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.91,0
3020,3021,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.09,0
3021,3022,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.03,0
3022,3023,Brown University,3.5,PhD,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.13,0
3023,3024,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.18,1
3024,3025,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.28,0
3025,3026,Brown University,3.5,PhD,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.68,1
3026,3027,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.18,1
3027,3028,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.69,0
3028,3029,Brown University,3.5,PhD,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.84,0
3029,3030,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.05,0
3030,3031,Brown University,3.5,PhD,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.82,1
3031,3032,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.94,1
3032,3033,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.87,0
3033,3034,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.98,1
3034,3035,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.09,0
3035,3036,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.13,0
3036,3037,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.91,0
3037,3038,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.93,0
3038,3039,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.15,0
3039,3040,Brown University,3.5,PhD,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.71,1
3040,3041,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.4,1
3041,3042,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.21,1
3042,3043,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.54,0
3043,3044,Brown University,3.5,PhD,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.84,0
3044,3045,Brown University,3.5,PhD,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.21,1
3045,3046,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.86,1
3046,3047,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.95,1
3047,3048,Brown University,3.5,PhD,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.79,0
3048,3049,Brown University,3.5,Master's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.63,0
3049,3050,Brown University,3.5,PhD,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.32,0
3050,3051,Brown University,3.5,PhD,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.93,0
3051,3052,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.12,0
3052,3053,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.39,1
3053,3054,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.15,1
3054,3055,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.15,0
3055,3056,Brown University,3.5,Master's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.53,0
3056,3057,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.46,0
3057,3058,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.18,0
3058,3059,Brown University,3.5,PhD,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.74,0
3059,3060,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.37,0
3060,3061,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.82,0
3061,3062,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.86,0
3062,3063,Brown University,3.5,PhD,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.4,0
3063,3064,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.2,0
3064,3065,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.36,0
3065,3066,Brown University,3.5,PhD,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.78,0
3066,3067,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.68,0
3067,3068,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.99,1
3068,3069,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.44,0
3069,3070,Brown University,3.5,PhD,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.15,0
3070,3071,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.45,0
3071,3072,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.04,0
3072,3073,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.86,0
3073,3074,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.36,0
3074,3075,Brown University,3.5,PhD,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.96,0
3075,3076,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.11,0
3076,3077,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.63,0
3077,3078,Brown University,3.5,PhD,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.9,0
3078,3079,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.49,1
3079,3080,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.11,0
3080,3081,Brown University,3.5,PhD,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.96,1
3081,3082,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.04,1
3082,3083,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.69,0
3083,3084,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.54,0
3084,3085,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.89,0
3085,3086,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.49,0
3086,3087,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.25,0
3087,3088,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.72,0
3088,3089,Brown University,3.5,PhD,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.49,1
3089,3090,Brown University,3.5,PhD,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.92,1
3090,3091,Brown University,3.5,PhD,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.86,0
3091,3092,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.39,1
3092,3093,Brown University,3.5,PhD,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.09,0
3093,3094,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.5,1
3094,3095,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.95,1
3095,3096,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.36,0
3096,3097,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.92,0
3097,3098,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.79,0
3098,3099,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.1,0
3099,3100,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.34,0
3100,3101,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.19,0
3101,3102,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.84,1
3102,3103,Brown University,3.5,PhD,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.51,0
3103,3104,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.81,0
3104,3105,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.03,1
3105,3106,Brown University,3.5,Master's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.05,0
3106,3107,Brown University,3.5,PhD,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.83,0
3107,3108,Brown University,3.5,PhD,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.2,0
3108,3109,Brown University,3.5,PhD,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.83,0
3109,3110,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.05,1
3110,3111,Brown University,3.5,PhD,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.03,0
3111,3112,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.93,1
3112,3113,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.94,1
3113,3114,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.24,0
3114,3115,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.61,0
3115,3116,Brown University,3.5,Bachelor's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.12,0
3116,3117,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.27,0
3117,3118,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.07,0
3118,3119,Brown University,3.5,PhD,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.08,0
3119,3120,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.27,0
3120,3121,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.96,0
3121,3122,Brown University,3.5,Master's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.41,1
3122,3123,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.62,1
