Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,score
477,Providence College,3.15,PhD,Chicago,N/A,1,1,0,Other,Product Manager,8/16,8/16,Graphic Designer,9/16,10/16,Software Engineer,11/16,12/16,6.95
478,Rhode Island School of Design,3.11,Bachelor's,Providence,M,N/A,1,1,Asian American & Pacific Islander,Financial Analyst,2/21,7/21,Data Scientist,8/21,11/21,Product Manager,12/21,12/21,7.68
479,Bryant University,3.23,Bachelor's,New York,N/A,N/A,1,0,Asian American & Pacific Islander,Software Engineer,3/16,4/16,Financial Analyst,5/16,10/16,Marketing Coordinator,11/16,12/16,6.85
480,University of Rhode Island,2.61,PhD,San Antonio,M,0,0,1,Native American,Marketing Coordinator,4/22,5/22,N/A,N/A,N/A,N/A,N/A,N/A,7.44
481,Rhode Island College,3.31,PhD,San Francisco,M,N/A,0,0,Native American,Research Assistant,3/17,7/17,Human Resources Manager,8/17,8/17,N/A,N/A,N/A,4.26
482,Johnson & Wales University,2.88,Master's,Columbus,N/A,N/A,1,N/A,Native American,Machine Learning Engineer,12/20,12/20,Graphic Designer,1/21,8/21,Financial Analyst,9/21,12/21,5.3
483,Brown University,2.33,Bachelor's,Charlotte,N/A,1,0,N/A,Black,Sales Representative,4/18,9/18,N/A,N/A,N/A,N/A,N/A,N/A,1.62
484,Johnson & Wales University,3.17,PhD,Dallas,N/A,1,1,1,White,Data Scientist,5/17,5/17,Lawyer,6/17,6/17,Data Scientist,7/17,10/17,5.67
485,Roger Williams University,2.78,Master's,San Diego,N/A,0,1,0,Native American,Graphic Designer,2/20,5/20,Product Manager,6/20,7/20,Web Developer,8/20,11/20,0.52
486,New England Institute of Technology,2.88,PhD,Chicago,F,N/A,1,0,Asian American & Pacific Islander,Product Manager,8/20,9/20,Software Engineer,10/20,12/20,Data Scientist,1/21,5/21,7.2
487,New England Institute of Technology,3.18,Bachelor's,Boston,F,N/A,1,0,White,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.21
488,Bryant University,3.8,PhD,Phoenix,M,N/A,1,0,Asian American & Pacific Islander,Lawyer,2/15,9/15,Product Manager,10/15,12/15,Financial Analyst,1/16,2/16,7.43
489,Roger Williams University,3.7,Master's,Fort Worth,F,N/A,1,N/A,Black,Product Manager,8/17,11/17,Lawyer,12/17,12/17,N/A,N/A,N/A,2.05
490,Bryant University,2.78,Bachelor's,Austin,M,1,0,0,Asian American & Pacific Islander,Data Scientist,7/15,12/15,Research Assistant,1/16,6/16,Software Engineer,7/16,11/16,1.92
491,Bryant University,3.32,Master's,Chicago,M,1,1,N/A,Black,Lawyer,10/20,12/20,Graphic Designer,1/21,9/21,Financial Analyst,10/21,10/21,3.79
492,Bryant University,2.65,Bachelor's,Jacksonville,M,N/A,0,N/A,White,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.61
493,Rhode Island College,2.95,PhD,Jacksonville,F,0,1,0,White,Machine Learning Engineer,8/21,12/21,Human Resources Manager,1/22,1/22,N/A,N/A,N/A,3.08
494,University of Rhode Island,3.91,PhD,San Francisco,F,1,0,1,Native American,Data Scientist,10/21,11/21,Lawyer,12/21,12/21,Graphic Designer,1/22,12/22,2.69
495,Salve Regina University,3.56,PhD,Phoenix,N/A,0,0,0,Asian American & Pacific Islander,Software Engineer,3/21,8/21,Product Manager,9/21,12/21,N/A,N/A,N/A,0.69
496,New England Institute of Technology,3.06,PhD,Chicago,M,0,0,1,Other,Financial Analyst,11/19,12/19,Machine Learning Engineer,1/20,7/20,Data Scientist,8/20,11/20,0.77
497,Rhode Island College,2.79,Master's,Charlotte,N/A,1,0,0,Other,Sales Representative,5/16,11/16,Lawyer,12/16,12/16,Research Assistant,1/17,8/17,9.72
498,Rhode Island College,3.01,Master's,Fort Worth,N/A,N/A,0,1,Native American,Sales Representative,1/18,5/18,Data Scientist,6/18,9/18,Software Engineer,10/18,11/18,6.49
499,Rhode Island School of Design,2.68,PhD,Philadelphia,M,N/A,0,1,Black,Marketing Coordinator,4/21,6/21,Web Developer,7/21,8/21,Web Developer,9/21,12/21,3.97
500,Roger Williams University,3.44,PhD,Miami,M,0,1,1,Black,Data Scientist,6/15,9/15,Data Scientist,10/15,11/15,Product Manager,12/15,12/15,6.91
